Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
40,No,Non-Travel,Sales,28,615,Male,3,Sales Executive,1,Divorced,10932,No,15,1,20,3,1,0,0
41,No,Non-Travel,Research & Development,2,616,Female,2,Healthcare Representative,3,Single,6811,Yes,17,0,10,3,8,7,0
26,No,Travel_Rarely,Sales,29,618,Male,2,Sales Executive,3,Divorced,4306,No,12,2,8,3,0,0,0
35,No,Travel_Rarely,Sales,1,620,Female,2,Sales Executive,3,Single,4859,No,16,0,5,3,5,4,0
34,No,Travel_Rarely,Sales,21,621,Male,2,Sales Executive,4,Single,5337,No,12,0,10,3,10,7,5
26,Yes,Travel_Rarely,Research & Development,24,622,Male,1,Laboratory Technician,4,Single,2340,Yes,18,0,1,1,1,0,0
37,No,Travel_Rarely,Research & Development,1,623,Female,3,Manufacturing Director,4,Single,7491,No,17,0,12,4,6,5,1
46,No,Travel_Frequently,Research & Development,18,624,Female,3,Healthcare Representative,3,Married,10527,No,11,0,28,2,2,2,1
41,No,Travel_Rarely,Sales,2,625,Female,4,Manager,1,Married,16595,No,16,1,22,3,18,16,11
37,No,Non-Travel,Sales,9,626,Male,3,Sales Executive,2,Divorced,8834,No,13,1,9,3,9,5,7
52,No,Travel_Rarely,Research & Development,6,630,Male,2,Research Scientist,1,Divorced,5577,Yes,12,2,18,3,10,9,6
32,Yes,Non-Travel,Sales,11,631,Male,2,Sales Executive,3,Married,4707,No,12,0,6,3,4,2,1
24,No,Travel_Frequently,Sales,24,632,Male,1,Sales Representative,4,Married,2400,No,13,2,3,3,2,2,2
38,No,Travel_Rarely,Research & Development,10,634,Female,2,Healthcare Representative,3,Married,9824,No,19,1,18,3,1,0,0
37,No,Travel_Rarely,Research & Development,1,635,Female,2,Manufacturing Director,2,Married,6447,No,12,1,8,2,6,5,4
49,No,Travel_Rarely,Research & Development,18,638,Male,5,Research Director,3,Divorced,19502,Yes,17,1,31,3,31,9,0
24,No,Travel_Rarely,Research & Development,23,639,Male,1,Research Scientist,4,Married,2725,Yes,11,2,6,3,6,5,1
26,No,Travel_Rarely,Sales,28,641,Male,2,Sales Executive,2,Married,6272,No,20,2,6,4,5,3,1
24,No,Travel_Rarely,Research & Development,17,643,Male,1,Laboratory Technician,2,Married,2127,No,21,1,1,3,1,0,0
50,No,Travel_Frequently,Human Resources,3,644,Male,5,Manager,2,Married,18200,No,11,1,32,3,32,5,10
25,No,Travel_Rarely,Sales,13,645,Male,1,Sales Representative,3,Married,2096,No,11,0,7,3,7,4,0
24,Yes,Travel_Frequently,Research & Development,7,647,Female,1,Laboratory Technician,3,Married,2886,Yes,16,1,6,3,6,3,1
30,Yes,Travel_Frequently,Sales,12,648,Male,1,Sales Representative,1,Married,2033,No,18,1,1,4,1,0,0
34,No,Travel_Rarely,Research & Development,1,649,Male,1,Research Scientist,4,Married,3622,Yes,13,1,6,3,6,5,1
31,Yes,Travel_Rarely,Sales,13,650,Male,2,Sales Executive,1,Divorced,4233,No,17,0,9,1,3,1,1
35,No,Travel_Rarely,Research & Development,25,652,Male,2,Laboratory Technician,4,Single,3681,No,14,0,9,3,3,2,0
31,No,Travel_Rarely,Sales,6,653,Male,2,Sales Executive,4,Divorced,5460,No,22,2,13,4,7,7,5
27,No,Travel_Rarely,Research & Development,6,655,Female,1,Research Scientist,3,Divorced,2187,No,12,2,6,2,5,3,0
37,No,Travel_Rarely,Sales,2,656,Male,2,Sales Executive,3,Married,9602,Yes,11,1,17,2,3,0,1
20,No,Travel_Rarely,Research & Development,1,657,Female,1,Research Scientist,2,Single,2836,No,13,0,1,4,1,0,0
42,No,Travel_Rarely,Research & Development,2,659,Female,2,Healthcare Representative,4,Married,4089,No,13,2,10,3,10,2,2
43,No,Travel_Rarely,Research & Development,6,661,Male,4,Research Director,4,Divorced,16627,Yes,14,1,21,2,1,0,0
38,No,Travel_Rarely,Research & Development,1,662,Female,1,Research Scientist,1,Single,2619,No,17,0,8,2,0,0,0
43,No,Travel_Frequently,Research & Development,9,663,Male,2,Laboratory Technician,3,Divorced,5679,Yes,13,1,10,3,8,7,4
48,No,Travel_Rarely,Research & Development,1,664,Female,4,Manager,1,Married,15402,No,11,1,21,1,3,2,0
44,No,Travel_Rarely,Human Resources,1,665,Female,2,Human Resources,3,Single,5985,No,11,0,10,4,2,2,0
34,No,Travel_Rarely,Sales,14,666,Female,1,Sales Representative,3,Divorced,2579,Yes,18,2,8,3,8,2,0
27,Yes,Travel_Rarely,Sales,2,667,Male,1,Sales Representative,1,Divorced,3041,No,11,1,5,3,4,3,0
21,No,Travel_Rarely,Sales,22,669,Male,1,Sales Representative,3,Single,3447,No,11,0,3,3,3,2,1
44,No,Travel_Rarely,Research & Development,3,671,Male,5,Manager,4,Married,19513,Yes,12,1,26,4,2,2,0
22,No,Travel_Rarely,Research & Development,6,675,Male,1,Research Scientist,3,Married,2773,No,20,0,3,3,2,2,2
33,No,Travel_Rarely,Sales,8,677,Male,2,Sales Executive,3,Divorced,7104,No,12,0,6,3,5,0,1
32,No,Travel_Rarely,Research & Development,9,679,Female,2,Research Scientist,4,Married,6322,Yes,12,1,6,2,6,4,0
30,No,Travel_Frequently,Research & Development,3,680,Female,1,Research Scientist,3,Divorced,2083,No,20,1,1,3,1,0,0
53,No,Travel_Rarely,Sales,1,682,Female,2,Sales Executive,1,Single,8381,No,20,0,18,4,14,7,8
34,No,Travel_Rarely,Research & Development,1,683,Male,1,Research Scientist,4,Married,2691,No,12,1,10,2,10,9,8
45,Yes,Travel_Frequently,Sales,26,684,Female,2,Sales Executive,1,Married,4286,No,14,2,5,3,1,1,0
26,No,Travel_Rarely,Research & Development,6,686,Female,1,Laboratory Technician,4,Married,2659,Yes,13,1,3,3,3,2,0
37,No,Travel_Rarely,Research & Development,3,689,Male,3,Manufacturing Director,3,Married,9434,No,15,1,10,3,10,7,7
29,No,Travel_Rarely,Sales,3,690,Female,2,Sales Executive,3,Married,5561,No,14,1,6,2,6,0,1
35,No,Travel_Rarely,Research & Development,6,691,Male,2,Research Scientist,4,Single,6646,No,13,0,17,3,17,11,11
33,No,Travel_Frequently,Research & Development,6,692,Male,2,Healthcare Representative,4,Divorced,7725,No,23,1,15,1,13,11,4
54,No,Travel_Rarely,Human Resources,19,698,Male,3,Human Resources,2,Married,10725,No,15,1,16,4,9,7,7
36,No,Travel_Rarely,Research & Development,9,699,Male,2,Manufacturing Director,2,Divorced,8847,Yes,11,1,13,3,3,2,0
27,No,Travel_Rarely,Research & Development,3,700,Male,1,Research Scientist,4,Single,2045,No,13,0,5,3,4,2,1
20,Yes,Travel_Rarely,Research & Development,10,701,Male,1,Research Scientist,3,Single,1009,Yes,11,0,1,3,1,0,1
33,Yes,Travel_Frequently,Research & Development,3,702,Male,1,Research Scientist,1,Single,3348,Yes,11,0,10,3,10,8,9
35,No,Non-Travel,Research & Development,3,704,Male,1,Laboratory Technician,3,Married,1281,No,18,2,1,3,1,0,0
23,No,Travel_Rarely,Research & Development,4,705,Male,1,Research Scientist,1,Married,2819,No,16,1,5,4,3,2,0
25,No,Travel_Rarely,Sales,8,707,Male,2,Sales Executive,2,Married,4851,No,22,1,4,3,3,2,1
38,No,Travel_Rarely,Sales,7,709,Female,2,Sales Executive,4,Single,4028,No,20,0,8,3,7,7,0
29,No,Travel_Frequently,Research & Development,1,710,Male,1,Research Scientist,4,Divorced,2720,No,18,1,10,3,10,7,2
48,No,Travel_Rarely,Sales,2,712,Male,2,Sales Executive,2,Married,8120,No,12,0,12,3,2,2,2
27,No,Travel_Frequently,Sales,3,714,Female,2,Sales Executive,4,Divorced,4647,Yes,20,2,6,3,6,5,0
37,No,Travel_Rarely,Research & Development,10,715,Male,1,Research Scientist,4,Single,4680,No,17,0,4,3,1,0,0
50,No,Travel_Rarely,Research & Development,28,716,Male,1,Laboratory Technician,3,Married,3221,Yes,11,3,20,3,20,8,3
34,No,Travel_Rarely,Research & Development,9,717,Female,3,Healthcare Representative,2,Single,8621,No,14,0,9,4,8,7,7
24,Yes,Travel_Rarely,Sales,3,720,Female,2,Sales Executive,3,Single,4577,No,14,0,4,3,2,2,2
39,No,Travel_Rarely,Research & Development,2,721,Female,2,Healthcare Representative,3,Single,4553,No,11,0,20,3,20,7,11
32,No,Travel_Rarely,Sales,10,722,Male,2,Sales Executive,4,Single,5396,No,12,0,10,2,10,7,0
50,Yes,Travel_Frequently,Sales,8,723,Male,2,Sales Executive,3,Married,6796,Yes,14,1,18,3,4,3,1
38,No,Travel_Rarely,Research & Development,1,724,Female,2,Healthcare Representative,4,Single,7625,No,13,0,10,2,9,7,1
27,No,Travel_Rarely,Research & Development,1,725,Female,3,Manufacturing Director,1,Married,7412,No,11,0,9,3,9,7,0
32,No,Travel_Rarely,Research & Development,3,727,Female,3,Research Director,4,Single,11159,No,15,0,10,3,7,7,7
47,No,Travel_Rarely,Sales,14,728,Male,2,Sales Executive,1,Single,4960,No,12,0,20,3,7,7,1
40,No,Travel_Frequently,Sales,5,729,Male,3,Sales Executive,1,Married,10475,Yes,21,1,20,3,18,13,1
53,No,Travel_Rarely,Research & Development,7,730,Male,4,Research Director,3,Married,14814,No,19,0,32,3,5,1,1
41,No,Travel_Rarely,Human Resources,10,731,Male,5,Manager,4,Divorced,19141,No,15,3,23,2,21,6,12
60,No,Travel_Rarely,Sales,16,732,Male,2,Sales Executive,1,Single,5405,No,14,0,10,3,2,2,2
27,No,Travel_Frequently,Research & Development,10,733,Male,3,Manufacturing Director,1,Divorced,8793,No,21,2,9,2,9,7,1
41,No,Travel_Rarely,Human Resources,1,734,Male,5,Manager,3,Married,19189,No,12,1,22,3,22,7,2
50,No,Travel_Rarely,Sales,8,738,Male,1,Sales Representative,2,Married,3875,No,15,1,4,3,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,741,Female,1,Research Scientist,2,Single,2216,Yes,13,0,10,3,7,7,3
36,No,Non-Travel,Research & Development,8,742,Female,3,Research Director,1,Married,11713,No,14,1,10,3,8,7,0
38,No,Travel_Rarely,Research & Development,1,743,Female,3,Manufacturing Director,3,Single,7861,Yes,14,0,10,4,1,0,0
44,No,Non-Travel,Research & Development,24,744,Male,1,Laboratory Technician,3,Single,3708,No,14,0,9,3,5,2,1
47,No,Travel_Frequently,Sales,3,746,Female,4,Sales Executive,3,Divorced,13770,Yes,12,2,28,2,22,2,11
30,No,Travel_Rarely,Sales,27,747,Male,2,Sales Executive,4,Divorced,5304,No,23,1,10,2,8,7,7
29,No,Travel_Rarely,Sales,10,749,Male,1,Sales Representative,3,Single,2642,No,11,0,1,3,1,0,0
42,Yes,Travel_Frequently,Research & Development,19,752,Male,1,Research Scientist,3,Divorced,2759,Yes,12,0,7,3,2,2,2
43,No,Travel_Frequently,Sales,15,754,Male,2,Sales Executive,4,Married,6804,No,18,1,7,3,2,2,2
34,No,Travel_Rarely,Research & Development,8,757,Female,2,Healthcare Representative,3,Single,6142,No,11,0,10,3,5,1,4
23,No,Travel_Rarely,Research & Development,9,758,Male,1,Laboratory Technician,1,Married,2500,No,14,1,5,4,4,3,0
39,No,Travel_Rarely,Human Resources,3,760,Female,2,Human Resources,2,Married,6389,No,15,1,12,1,8,3,3
56,No,Travel_Rarely,Research & Development,9,762,Male,4,Healthcare Representative,4,Married,11103,No,11,0,30,2,10,7,1
40,No,Travel_Rarely,Research & Development,2,763,Female,1,Research Scientist,4,Single,2342,Yes,20,0,5,2,4,2,2
27,No,Travel_Rarely,Research & Development,7,764,Female,2,Healthcare Representative,1,Single,6811,No,19,0,9,1,7,6,0
29,No,Travel_Rarely,Sales,10,766,Male,1,Sales Representative,2,Divorced,2297,No,14,2,2,3,2,2,2
53,No,Travel_Rarely,Research & Development,6,769,Male,2,Laboratory Technician,4,Single,2450,No,17,0,19,3,2,2,2
35,No,Non-Travel,Research & Development,2,771,Female,2,Healthcare Representative,1,Divorced,5093,No,11,1,16,4,1,0,0
32,No,Travel_Frequently,Research & Development,24,772,Male,2,Laboratory Technician,4,Married,5309,No,15,2,10,3,10,8,4
38,No,Travel_Rarely,Research & Development,2,773,Male,1,Research Scientist,3,Married,3057,Yes,13,1,6,1,1,0,0
34,No,Travel_Rarely,Research & Development,8,775,Female,2,Manufacturing Director,1,Divorced,5121,No,14,1,7,3,0,0,0
52,No,Travel_Rarely,Sales,3,776,Male,4,Manager,1,Married,16856,No,11,0,34,4,34,6,1
33,Yes,Travel_Rarely,Research & Development,1,780,Male,1,Research Scientist,4,Single,2686,Yes,13,0,10,2,10,9,7
25,No,Travel_Rarely,Sales,26,781,Female,2,Sales Executive,4,Single,6180,No,23,0,6,2,6,5,1
45,No,Travel_Rarely,Sales,2,783,Male,2,Sales Representative,3,Single,6632,No,13,0,9,3,8,7,3
23,No,Travel_Rarely,Research & Development,10,784,Male,1,Research Scientist,3,Single,3505,No,18,0,2,3,2,2,0
47,Yes,Travel_Frequently,Sales,27,785,Female,2,Sales Executive,3,Single,6397,Yes,12,0,8,3,5,4,1
34,No,Travel_Rarely,Sales,2,786,Male,2,Sales Executive,4,Single,6274,No,22,0,6,3,6,5,1
55,Yes,Travel_Rarely,Research & Development,2,787,Male,5,Manager,1,Married,19859,Yes,13,1,24,3,5,2,1
36,No,Non-Travel,Sales,8,789,Male,3,Sales Executive,1,Single,7587,No,15,0,10,3,10,7,0
52,No,Non-Travel,Research & Development,19,791,Male,1,Research Scientist,4,Married,4258,No,18,1,5,3,4,3,1
26,No,Travel_Frequently,Research & Development,1,792,Female,1,Laboratory Technician,4,Divorced,4364,No,14,1,5,3,2,2,2
29,No,Travel_Rarely,Research & Development,27,793,Female,2,Healthcare Representative,3,Married,4335,No,12,1,11,2,8,7,1
26,Yes,Travel_Rarely,Sales,8,796,Male,2,Sales Executive,1,Single,5326,No,17,0,6,2,4,3,1
34,No,Travel_Rarely,Research & Development,1,797,Female,1,Research Scientist,4,Single,3280,No,16,0,10,3,4,2,1
54,No,Travel_Rarely,Research & Development,19,799,Female,2,Manufacturing Director,1,Divorced,5485,Yes,11,2,9,3,5,3,1
27,No,Travel_Frequently,Sales,8,800,Male,2,Sales Executive,4,Married,4342,No,19,1,5,3,4,2,1
37,No,Travel_Rarely,Research & Development,10,802,Female,1,Research Scientist,1,Divorced,2782,Yes,13,2,6,2,5,3,4
38,No,Travel_Frequently,Research & Development,2,803,Female,2,Manufacturing Director,1,Single,5980,Yes,12,0,17,3,15,7,4
34,No,Travel_Rarely,Research & Development,2,804,Female,1,Research Scientist,1,Single,4381,No,11,0,6,3,6,5,1
35,No,Travel_Rarely,Sales,8,805,Female,1,Sales Representative,4,Married,2572,No,16,1,3,2,3,2,0
30,No,Travel_Rarely,Research & Development,1,806,Male,1,Laboratory Technician,3,Married,3833,No,21,2,7,3,2,2,0
40,No,Travel_Frequently,Research & Development,2,807,Female,2,Healthcare Representative,2,Married,4244,No,24,1,8,3,8,7,3
34,No,Travel_Rarely,Sales,8,808,Female,2,Sales Executive,1,Married,6500,No,17,1,6,3,3,2,1
42,No,Travel_Frequently,Research & Development,8,809,Male,5,Manager,4,Divorced,18430,No,13,1,24,2,24,7,14
23,Yes,Travel_Rarely,Research & Development,6,811,Male,1,Laboratory Technician,1,Married,1601,Yes,21,2,1,3,0,0,0
24,No,Non-Travel,Research & Development,9,812,Male,1,Laboratory Technician,2,Divorced,2694,No,11,3,1,3,1,0,0
52,No,Travel_Rarely,Research & Development,11,813,Female,2,Laboratory Technician,3,Married,3149,No,20,1,9,3,5,2,1
50,No,Travel_Rarely,Research & Development,2,815,Male,4,Research Director,3,Married,17639,No,16,0,30,3,4,3,0
29,Yes,Travel_Rarely,Research & Development,1,816,Female,1,Laboratory Technician,1,Married,2319,Yes,11,1,1,3,1,0,0
33,No,Travel_Rarely,Research & Development,7,817,Male,3,Research Director,3,Married,11691,No,11,0,14,4,13,9,3
33,Yes,Travel_Rarely,Sales,16,819,Female,2,Sales Executive,1,Single,5324,No,15,0,6,3,3,2,0
47,No,Travel_Rarely,Research & Development,2,820,Female,4,Manager,4,Married,16752,Yes,11,1,26,2,26,14,3
36,No,Travel_Rarely,Research & Development,1,823,Female,2,Manufacturing Director,2,Married,5228,No,15,1,10,3,9,7,0
29,No,Travel_Rarely,Research & Development,23,824,Male,1,Research Scientist,3,Married,2700,No,24,1,10,3,10,7,0
58,Yes,Travel_Rarely,Research & Development,2,825,Male,5,Research Director,2,Single,19246,Yes,12,0,40,3,31,15,13
35,No,Travel_Rarely,Research & Development,1,826,Female,1,Research Scientist,3,Single,2506,No,13,0,7,3,2,2,2
42,No,Travel_Rarely,Research & Development,1,827,Female,2,Manufacturing Director,4,Married,6062,Yes,13,1,8,3,4,3,0
28,Yes,Travel_Rarely,Research & Development,2,828,Male,1,Research Scientist,3,Single,4382,No,17,0,5,2,2,2,2
36,No,Travel_Rarely,Human Resources,13,829,Male,1,Human Resources,2,Married,2143,No,13,1,8,3,5,2,0
32,No,Travel_Rarely,Research & Development,4,830,Female,2,Manufacturing Director,3,Married,6162,No,12,1,14,3,14,13,6
40,No,Travel_Frequently,Research & Development,16,832,Male,2,Laboratory Technician,3,Single,5094,No,14,0,10,3,1,0,0
30,No,Travel_Rarely,Research & Development,2,833,Female,2,Manufacturing Director,4,Single,6877,Yes,24,0,12,2,0,0,0
45,No,Travel_Rarely,Research & Development,2,834,Female,1,Research Scientist,3,Single,2274,No,14,0,1,3,1,0,0
42,No,Travel_Rarely,Research & Development,29,836,Male,2,Manufacturing Director,2,Married,4434,No,13,1,10,2,9,8,7
38,No,Travel_Frequently,Research & Development,12,837,Male,2,Healthcare Representative,1,Divorced,6288,No,15,1,13,2,4,3,1
34,No,Travel_Frequently,Research & Development,16,838,Female,1,Research Scientist,4,Single,2553,No,16,0,6,3,5,2,1
49,Yes,Travel_Rarely,Sales,11,840,Female,3,Sales Executive,4,Married,7654,No,18,2,9,4,9,8,7
55,Yes,Travel_Rarely,Sales,2,842,Male,2,Sales Executive,4,Single,5160,No,16,0,12,2,9,7,7
43,No,Travel_Rarely,Research & Development,14,843,Male,4,Research Director,1,Married,17159,No,24,1,22,3,4,1,1
27,No,Travel_Rarely,Research & Development,5,844,Male,3,Research Director,4,Divorced,12808,Yes,16,1,9,3,9,8,0
35,No,Travel_Rarely,Research & Development,7,845,Male,3,Manufacturing Director,3,Single,10221,No,21,0,17,4,8,5,1
28,No,Travel_Rarely,Sales,2,846,Female,2,Sales Executive,2,Married,4779,Yes,20,0,8,3,8,7,7
34,No,Travel_Rarely,Human Resources,3,847,Male,1,Human Resources,4,Married,3737,No,19,1,4,1,3,2,0
26,Yes,Travel_Frequently,Research & Development,5,848,Female,1,Research Scientist,3,Married,2366,Yes,14,1,8,3,8,7,1
27,No,Non-Travel,Research & Development,3,850,Male,1,Research Scientist,4,Married,1706,No,11,3,0,2,0,0,0
51,No,Travel_Rarely,Sales,26,851,Female,4,Manager,3,Married,16307,No,14,1,29,2,20,6,4
44,No,Travel_Rarely,Research & Development,4,852,Male,2,Healthcare Representative,2,Single,5933,No,12,0,10,2,5,2,2
25,No,Travel_Rarely,Research & Development,2,854,Male,1,Research Scientist,1,Single,3424,No,13,0,6,2,4,3,0
33,No,Travel_Rarely,Sales,1,855,Male,2,Sales Executive,1,Divorced,4037,No,22,1,9,3,9,8,0
35,No,Travel_Rarely,Research & Development,27,856,Female,1,Research Scientist,1,Single,2559,No,11,0,6,2,6,5,1
36,No,Travel_Rarely,Sales,1,857,Male,2,Sales Executive,4,Married,6201,Yes,14,1,18,2,18,14,4
32,No,Travel_Rarely,Sales,13,859,Male,2,Sales Executive,4,Divorced,4403,No,11,1,8,2,5,2,0
30,No,Travel_Frequently,Research & Development,5,861,Male,1,Research Scientist,4,Divorced,3761,No,12,1,10,2,5,4,0
53,No,Travel_Rarely,Sales,7,862,Female,3,Sales Executive,4,Married,10934,Yes,18,1,35,3,5,2,0
45,No,Travel_Rarely,Sales,9,864,Male,3,Sales Executive,1,Divorced,10761,Yes,12,1,18,3,5,4,0
32,No,Travel_Rarely,Research & Development,8,865,Female,2,Research Scientist,3,Married,5175,No,12,1,9,2,5,3,1
52,No,Travel_Frequently,Research & Development,25,867,Female,4,Manufacturing Director,4,Married,13826,No,22,0,31,3,9,8,0
37,No,Travel_Rarely,Sales,16,868,Male,2,Sales Executive,3,Divorced,6334,No,19,2,9,3,1,0,0
28,No,Travel_Rarely,Human Resources,8,869,Male,1,Human Resources,4,Divorced,4936,No,13,1,6,3,5,1,0
22,No,Travel_Rarely,Research & Development,1,872,Male,2,Manufacturing Director,4,Married,4775,No,22,2,4,1,2,2,2
44,No,Travel_Rarely,Research & Development,8,874,Male,1,Laboratory Technician,4,Married,2818,Yes,24,1,10,2,3,2,0
42,No,Travel_Frequently,Research & Development,2,875,Male,1,Research Scientist,4,Single,2515,Yes,14,0,8,3,2,1,2
36,No,Travel_Rarely,Human Resources,8,878,Male,1,Human Resources,1,Married,2342,No,21,0,6,3,5,4,0
25,No,Travel_Rarely,Sales,3,879,Male,2,Sales Executive,1,Married,4194,Yes,18,0,5,3,5,3,0
35,No,Travel_Rarely,Research & Development,9,880,Female,3,Manufacturing Director,3,Married,10685,Yes,20,1,17,3,17,14,5
35,Yes,Travel_Frequently,Research & Development,25,881,Female,1,Research Scientist,2,Divorced,2022,Yes,19,1,10,2,10,2,7
32,No,Non-Travel,Research & Development,1,882,Male,1,Laboratory Technician,4,Divorced,2314,No,12,1,4,3,3,0,0
25,No,Travel_Rarely,Sales,4,885,Male,2,Sales Executive,1,Married,4256,No,12,0,5,4,5,2,0
49,No,Travel_Rarely,Research & Development,1,887,Female,1,Research Scientist,1,Married,3580,No,16,1,7,3,4,2,0
24,No,Non-Travel,Research & Development,4,888,Male,1,Laboratory Technician,4,Married,3162,No,17,0,6,2,5,2,3
32,No,Travel_Frequently,Sales,5,889,Male,2,Sales Executive,2,Married,6524,No,14,1,10,3,10,8,5
38,No,Travel_Rarely,Sales,9,893,Male,1,Sales Representative,2,Married,2899,No,19,1,3,3,2,2,1
42,No,Travel_Rarely,Research & Development,3,894,Female,2,Laboratory Technician,4,Married,5231,Yes,13,1,17,2,5,3,1
31,No,Travel_Rarely,Research & Development,11,895,Male,1,Research Scientist,4,Married,2356,Yes,19,1,8,3,6,4,0
29,Yes,Travel_Rarely,Sales,1,896,Female,1,Sales Representative,3,Divorced,2800,Yes,19,3,5,3,3,2,0
53,No,Travel_Rarely,Sales,8,897,Male,4,Sales Executive,4,Married,11836,No,14,1,28,3,2,0,2
35,No,Travel_Rarely,Research & Development,25,899,Male,3,Manufacturing Director,2,Married,10903,No,16,0,16,3,13,10,4
37,No,Travel_Frequently,Sales,21,900,Female,1,Sales Representative,4,Married,2973,No,15,1,10,3,5,4,0
53,No,Travel_Rarely,Research & Development,23,901,Female,4,Research Director,4,Single,14275,No,18,0,33,3,12,9,3
43,No,Travel_Frequently,Research & Development,1,902,Female,2,Healthcare Representative,4,Married,5562,No,13,1,12,2,5,2,2
47,No,Travel_Rarely,Sales,2,903,Female,2,Sales Executive,4,Married,4537,Yes,22,1,8,3,7,6,7
37,No,Non-Travel,Sales,19,904,Male,3,Sales Executive,2,Single,7642,Yes,13,0,10,3,10,0,0
50,No,Non-Travel,Research & Development,2,905,Male,4,Manager,1,Divorced,17924,No,11,1,31,3,31,6,14
39,No,Travel_Rarely,Human Resources,2,909,Female,2,Human Resources,4,Married,5204,No,11,2,13,3,5,4,0
33,No,Travel_Rarely,Human Resources,3,910,Male,1,Human Resources,2,Divorced,2277,Yes,11,1,7,4,4,3,0
32,Yes,Travel_Rarely,Research & Development,25,911,Male,1,Laboratory Technician,4,Single,2795,Yes,24,0,1,1,1,0,0
29,No,Travel_Rarely,Research & Development,7,912,Female,1,Laboratory Technician,4,Divorced,2532,No,14,3,8,3,4,3,0
44,No,Travel_Rarely,Research & Development,9,913,Male,1,Research Scientist,1,Married,2559,Yes,13,0,8,3,8,7,7
28,No,Travel_Rarely,Sales,5,916,Male,2,Sales Executive,4,Single,4908,No,14,0,4,3,4,2,0
58,Yes,Travel_Frequently,Research & Development,2,918,Male,1,Laboratory Technician,4,Divorced,2380,Yes,14,1,3,2,1,0,0
43,No,Travel_Rarely,Research & Development,8,920,Female,2,Manufacturing Director,2,Divorced,4765,No,21,1,4,4,1,0,0
20,Yes,Travel_Rarely,Sales,2,922,Female,1,Sales Representative,3,Single,2044,No,13,0,2,2,2,2,0
21,Yes,Travel_Rarely,Research & Development,18,923,Female,1,Research Scientist,4,Single,2693,No,19,0,1,2,1,0,0
36,No,Travel_Rarely,Research & Development,14,924,Male,2,Healthcare Representative,4,Married,6586,Yes,17,1,17,2,16,8,4
47,No,Travel_Rarely,Sales,2,925,Female,1,Sales Representative,4,Single,3294,Yes,18,0,3,2,3,2,1
22,Yes,Travel_Rarely,Research & Development,3,926,Female,2,Manufacturing Director,3,Married,4171,Yes,19,1,4,4,3,2,0
41,Yes,Travel_Rarely,Research & Development,2,927,Female,1,Laboratory Technician,4,Divorced,2778,Yes,13,1,10,2,7,7,1
28,No,Travel_Rarely,Research & Development,9,930,Female,1,Research Scientist,3,Divorced,2377,No,18,1,6,3,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,932,Male,1,Laboratory Technician,1,Married,2404,Yes,21,0,8,1,2,2,2
27,No,Travel_Rarely,Research & Development,4,933,Female,1,Research Scientist,3,Single,2318,No,19,0,1,3,1,1,0
34,No,Travel_Rarely,Research & Development,10,934,Male,1,Laboratory Technician,2,Divorced,2008,No,14,2,1,3,1,0,1
42,No,Travel_Rarely,Sales,14,936,Female,2,Sales Executive,3,Single,6244,No,17,0,10,3,5,4,0
33,No,Travel_Rarely,Research & Development,1,939,Male,1,Research Scientist,1,Single,2799,Yes,11,0,6,3,3,2,0
58,No,Travel_Rarely,Research & Development,5,940,Female,3,Healthcare Representative,2,Divorced,10552,Yes,13,1,24,3,6,0,0
31,No,Travel_Rarely,Sales,7,941,Male,1,Sales Representative,3,Married,2329,No,15,0,13,4,7,7,5
35,No,Travel_Rarely,Research & Development,21,942,Female,2,Healthcare Representative,4,Married,4014,Yes,25,1,10,1,10,6,0
49,No,Travel_Rarely,Research & Development,8,944,Female,3,Laboratory Technician,2,Married,7403,No,11,1,29,2,26,9,1
48,No,Travel_Rarely,Research & Development,20,945,Male,1,Research Scientist,3,Married,2259,No,17,2,13,2,0,0,0
31,No,Non-Travel,Sales,20,947,Female,2,Sales Executive,3,Married,6932,No,13,1,9,2,9,8,0
36,No,Travel_Rarely,Research & Development,7,949,Male,1,Research Scientist,4,Single,4678,No,18,0,8,3,6,2,0
38,No,Travel_Rarely,Research & Development,1,950,Female,3,Research Director,1,Married,13582,No,13,1,15,3,15,12,5
32,No,Non-Travel,Research & Development,1,951,Female,1,Laboratory Technician,2,Married,2332,No,20,0,5,3,3,0,0
25,Yes,Travel_Rarely,Sales,19,952,Male,1,Sales Representative,2,Married,2413,Yes,18,3,1,3,1,0,0
40,No,Travel_Rarely,Sales,10,954,Male,3,Sales Executive,2,Divorced,9705,No,12,1,11,2,1,0,0
26,No,Travel_Frequently,Sales,1,956,Male,2,Sales Executive,1,Single,4294,No,12,0,7,3,7,7,0
41,No,Travel_Rarely,Research & Development,6,957,Male,1,Laboratory Technician,1,Single,4721,Yes,13,0,20,3,18,13,2
36,No,Travel_Rarely,Research & Development,2,958,Male,1,Laboratory Technician,3,Single,2519,No,21,0,16,3,11,8,3
19,Yes,Travel_Rarely,Sales,21,959,Male,1,Sales Representative,2,Single,2121,Yes,13,0,1,4,1,0,0
